ffb9,ff98,ffc7,ff98,ffcd,ff8a,ffe3,ff89,ffe7,7f,ffe5,7f,ffe4,7f,ffe3,7f
ffe2,ff83,ffdf,ff80,ffe0,ff85,ffdf,ff80,ffdb,ff89,ffd5,ff82,ffcf,ff8f,ffcc,ff88
ffc3,ff94,ffc8,ff8c,ffc7,ff96,ffbd,ff8d,ffb8,ff9f,ffa9,ff98,ffa5,ffa6,ff9c,ffa0
52,7d,18,7b,19,7d,24,7d,2a,7c,1e,7c,32,70,39,76
41,64,45,71,42,63,47,70,4c,6e,51,6e,66,7c,61,6b
6e,79,59,69,56,72,3e,6f,5d,79,21,76,22,7c,37,79
4b,7c,2a,76,72,78,32,70,21,7c,1c,7c,25,7e,23,7d
1b,7f,1b,7e,1e,7f,1f,7e,20,7f,1c,7e,21,7f,23,7d
23,7f,21,7e,1e,7f,23,7e,22,7f,20,7e,20,7f,25,7e
1d,7f,1d,7e,1b,7f,1c,7e,23,7d,27,7a,39,7c,3f,76
3f,72,3f,75,47,66,41,73,3a,72,38,76,36,7c,34,78
39,7d,3b,78,3e,ff80,4c,77,56,ff88,4c,72,32,ff86,2e,76
2e,ff85,32,78,4f,78,ff88,ff86,ff82,6c,ff84,ff8e,ff88,72,ff97,ff87
ffb5,ff81,ffae,7e,ff85,66,ff85,ff90,ff8b,6e,ff9b,ff8a,ff9b,75,ff96,ff81
ff88,7c,60,70,4a,6e,4b,6f,52,79,4f,6f,53,72,63,6c
5c,6d,67,6b,77,72,ff92,6f,ffbd,78,ffe8,7e,ffd0,7c,ffc6,79
ff94,6c,ff8d,77,ff9f,7f,ffc4,70,ff8d,68,5d,6f,59,61,71,6d
5d,6b,5b,6c,ff83,78,ff82,67,7d,73,61,6a,ff8d,7a,ff9a,68
ff96,7f,ff8b,65,6a,ff80,4f,6c,59,ff82,ff92,6f,ff9c,ffa1,ffab,ff9a
ffbb,ff94,ffd5,ff8b,ffda,ff89,ffda,ff82,ffe2,ff82,ffe6,7f,ffe8,7f,ffe8,7f
ffe5,7f,ffe5,7f,ffe3,ff81,ffe2,7f,ffdc,ff88,ffd5,ff84,ffce,ff91,ffc8,ff8c
ffc9,ff94,ffc3,ff90,ffbe,ff99,ffba,ff96,ffb3,ffa0,ffb1,ff9f,ffc3,ff9a,ffb1,ff98
ffc6,ff8d,ffe0,ff8d,ffe5,ff80,ffe4,7f,ffe3,ff80,ffe2,7f,ffdf,ff85,ffdd,ff80
ffda,ff89,ffd7,ff82,ffd3,ff8c,ffd4,ff86,ffd3,ff8f,ffca,ff87,ffc4,ff95,ffc2,ff8d
ffbf,ff99,ffb7,ff92,ffb7,ff9c,ffb7,ff95,ffad,ffa4,ffa5,ff9c,ff99,ffa5,ffa4,ffa1
2f,7d,2b,7b,30,7b,29,7a,1e,7c,2c,7b,2b,75,35,78
3a,69,38,73,3a,6a,3d,72,45,79,28,75,21,7e,26,7b
64,7f,66,6a,2d,7c,34,74,63,76,65,6c,68,78,66,6b
57,6f,72,6a,6b,79,23,72,4b,79,4c,72,1c,7f,21,7d
48,7f,61,74,1b,7f,1e,7d,1e,7f,1f,7e,20,7f,22,7e
22,7f,23,7d,22,7e,24,7d,20,7f,22,7d,29,ff82,2e,79
2f,ff81,28,7a,5b,ff8d,77,70,55,ff81,33,74,32,79,2c,7a
2f,72,3b,79,5e,69,43,74,37,74,31,77,2f,7c,2a,7b
28,7f,28,7e,29,7e,2b,7b,2c,7f,32,79,53,ff8a,4f,73
29,ff80,29,7d,29,ff80,29,7e,3c,71,79,ff89,75,64,79,ff8c
6f,5d,64,ff91,6d,5f,73,ff8c,56,75,37,ff80,51,78,7e,6f
63,78,54,6b,51,76,54,6f,39,7a,2f,77,41,6f,46,71
4f,73,57,6e,ffac,76,ffe2,7f,ffe9,7d,ffe3,7f,ffde,7b,ffe3,7f
ffd9,7f,ffda,7a,ffd7,7b,ffd6,7d,ffde,75,65,76,5e,5e,63,6d
55,66,62,6c,74,74,77,6a,78,7b,7a,67,6c,7e,59,69
6a,74,66,6a,63,7a,61,6b,5f,7e,ff8b,6b,ff94,ff9b,ffa8,ff92
ffb7,ff97,ffce,ff8d,ffd6,ff8b,ffd2,ff85,ffd4,ff89,ffe1,ff84,ffe5,7f,ffe6,7f
ffe5,7f,ffe2,7f,ffe0,ff84,ffdf,ff81,ffd3,ff8d,ffd0,ff88,ffcd,ff91,ffc9,ff8c
ffc6,ff95,ffc2,ff92,ffbe,ff9a,ffb7,ff97,ffaf,ff9f,ffb6,ff9e,ffca,ff8b,ffe2,ff89
ffe4,7f,ffe3,7f,ffe2,ff82,ffe1,7f,ffe0,ff85,ffdd,ff81,ffda,ff89,ffd5,ff83
ffd4,ff8c,ffd3,ff86,ffce,ff91,ffc9,ff8a,ffc6,ff94,ffc6,ff8c,ffc6,ff96,ffbb,ff8e
ffb7,ff9e,ffb3,ff96,ffad,ffa2,ffae,ff9b,ffa7,ffa5,ffa8,ff9d,ff9f,ffa0,ffa9,ffa0
27,7e,1d,7a,26,79,24,7c,1c,7d,1f,7d,2d,75,33,78
3c,6b,3d,72,39,73,2f,76,29,7b,2f,79,45,7a,4a,70
5f,7b,65,69,65,78,42,6d,46,6f,6c,6c,6a,70,48,69
60,62,57,6b,61,69,72,6a,40,7a,3b,72,7d,ff80,ff88,68
ff8d,ff80,73,69,27,7f,1e,7b,20,7f,20,7e,21,7f,22,7e
20,7f,22,7e,36,ff83,4b,78,4b,ff88,38,74,26,ff81,21,79
23,ff8a,62,75,6f,ff8b,34,6f,30,7b,33,79,2b,7d,24,7b
32,72,3f,78,3f,73,47,76,3c,76,3a,76,35,7d,27,7b
25,7f,26,7d,2c,7d,32,7b,26,7f,23,7d,25,ff80,26,7d
29,ff80,25,7d,26,7f,27,7e,27,7a,ff90,79,ff8c,6b,ff8c,74
65,6a,ff8d,75,ff89,6a,4d,74,30,7d,35,7a,75,ff82,6f,6a
53,77,48,70,52,78,54,6e,56,75,56,70,64,73,6e,6c
5c,6f,ffb4,75,ffdb,7c,ffe6,7e,ffdf,78,ffd8,ff80,ffd5,72,ffd8,ff81
ffde,7d,ffd2,7c,ffdd,7e,ffd8,7c,ffc9,6e,60,76,5f,5f,61,6e
5f,6a,57,6d,59,74,52,6d,48,7c,49,70,46,7e,3b,74
36,ff81,36,76,4a,ff81,4f,71,3f,ff81,ff84,6f,ff89,ff94,ffa0,ff8c
ffaf,ff9d,ffc3,ff93,ffd1,ff8e,ffce,ff87,ffcc,ff8f,ffd2,ff89,ffe0,ff83,ffe3,ff81
ffe2,ff82,ffde,ff80,ffd6,ff8b,ffd2,ff88,ffcf,ff90,ffcc,ff8b,ffc5,ff94,ffc6,ff90
ffc0,ff97,ffbe,ff94,ffbc,ff9c,ffb1,ff9a,ffaa,ff9c,ffcb,ff9a,ffe2,ff83,ffe2,ff80
ffdd,ff86,ffdc,ff81,ffdc,ff87,ffdd,ff82,ffd9,ff8a,ffd5,ff84,ffd5,ff8d,ffd1,ff87
ffca,ff92,ffc7,ff8b,ffc8,ff94,ffc6,ff8d,ffbf,ff99,ffb9,ff91,ffb6,ff9d,ffb8,ff95
ffaf,ffa1,ffb0,ff9a,ffae,ffa3,ffa5,ff9b,ffa5,ffa3,ff9e,ff9e,ffac,ff9e,ffa8,ff9d
24,7e,3f,76,4b,77,43,72,35,75,35,77,2a,73,3b,77
4e,6b,44,71,25,7a,2d,7a,37,75,34,75,3a,75,36,74
3b,77,4f,70,54,7a,5b,6b,5c,76,6f,6a,70,68,45,6c
53,5e,57,6c,5c,6d,61,6b,74,79,6c,67,77,7c,5c,6a
27,7f,3d,76,1b,7f,1b,7e,19,7f,19,7f,18,7f,17,7f
18,7f,19,7f,21,7e,21,7d,21,7f,24,7d,2a,ff84,34,79
39,ff86,2a,75,25,7f,20,7d,2e,7c,37,79,2d,7c,29,7b
46,77,33,78,34,7c,48,77,57,ff87,47,72,34,7d,27,7a
23,7f,25,7e,26,ff80,24,7e,26,ff80,27,7d,25,ff80,26,7e
26,7f,29,7e,27,7f,29,7e,43,71,ff90,78,ff89,65,7f,74
6b,69,ff85,76,7a,70,4d,73,3e,73,52,72,73,7d,57,6a
3d,78,42,74,5d,79,43,6f,57,6c,4e,73,4d,73,58,72
ff9f,74,ffd6,7c,ffe4,7f,ffdf,7d,ffcf,6a,ffca,ff82,ffc8,66,ffcb,ff84
ffe1,7b,ffd4,7f,ffd1,75,ffcd,7f,ffae,64,62,77,66,62,64,6e
5f,6d,52,6e,4e,76,54,6e,46,79,3a,72,41,7d,46,76
79,ff80,ff8c,6a,77,7e,4e,6c,5f,7b,ff81,6f,ff82,ff90,ff9b,ff88
ffac,ffa0,ffb8,ff97,ffcc,ff92,ffca,ff89,ffc7,ff93,ffc9,ff8d,ffd2,ff89,ffe0,ff85
ffe0,ff87,ffd6,ff83,ffcc,ff91,ffca,ff8e,ffc7,ff93,ffc6,ff90,ffc5,ff95,ffc2,ff92
ffbb,ff9b,ffb8,ff97,ffb5,ff99,ffc8,ff98,ffdd,ff87,ffdf,ff83,ffdd,ff87,ffdb,ff82
ffd7,ff8b,ffd5,ff85,ffd3,ff8d,ffd2,ff86,ffd2,ff8f,ffce,ff88,ffcd,ff91,ffcb,ff8a
ffc9,ff94,ffc0,ff8e,ffbd,ff9a,ffb8,ff93,ffb6,ff9d,ffb3,ff97,ffaf,ffa1,ffac,ff9b
ffae,ffa3,ffa8,ff9c,ffab,ffa3,ffa9,ff9c,ffa9,ff9f,ffa3,ff9c,ffaa,ff9d,ffa7,ff9f
1d,7f,1e,ff80,1e,7e,22,7d,3c,79,3f,75,2f,72,34,77
53,71,32,74,2f,79,2d,79,36,76,3e,74,3f,77,4d,75
42,75,3c,73,43,79,4e,6f,43,70,3e,71,43,61,43,70
4c,5f,54,6e,53,68,4e,6d,4d,6f,36,6f,4b,ff81,75,6c
56,7d,1f,71,2a,7c,41,75,57,7e,25,79,19,7f,19,7f
19,7f,19,7f,19,7f,1f,7e,25,7e,26,7c,24,7f,23,7b
29,ff84,36,77,46,ff84,4a,74,38,7e,29,78,29,7a,36,7a
35,72,4a,77,39,7a,33,78,72,ff90,54,6d,2b,7f,30,7c
41,ff84,45,78,35,7f,26,7a,21,7f,22,7f,21,7f,21,7f
22,7f,22,7f,22,7f,21,7e,70,6b,ff8a,77,ff8a,6a,52,76
ff81,67,ff80,79,58,71,49,72,4e,7c,62,6d,5c,76,4f,6e
4f,7d,49,6f,47,7c,5a,6e,64,7d,68,6b,65,78,76,70
ffd9,78,ffd5,7c,ffd8,74,ffce,7e,ffc3,5f,ffc2,ff82,ffc0,60,ffc6,ff83
ffd7,7a,ffdc,7f,ffc6,6c,ffc4,ff82,ff9c,61,60,76,59,60,55,6e
4b,6a,49,71,48,71,53,6f,59,77,69,6b,72,7d,7c,68
ff87,ff80,6d,69,50,ff81,59,6e,3a,ff82,7a,71,7c,ff8d,ff93,ff86
ffa8,ffa2,ffb4,ff99,ffc8,ff94,ffc6,ff8a,ffc0,ff98,ffc1,ff90,ffc2,ff93,ffcc,ff8e
ffd6,ff8d,ffcf,ff8a,ffc8,ff95,ffc2,ff93,ffc4,ff96,ffc2,ff94,ffb8,ff9c,ffb8,ff98
ffbc,ff9b,ffb7,ff99,ffbf,ff92,ffda,ff8f,ffdc,ff89,ffd8,ff83,ffd0,ff8e,ffd1,ff87
ffd1,ff8f,ffcd,ff8a,ffc9,ff91,ffce,ff8c,ffcb,ff92,ffc9,ff8a,ffc5,ff95,ffc0,ff8e
ffbe,ff9a,ffbb,ff93,ffb7,ff9d,ffb6,ff97,ffb4,ffa0,ffac,ff9a,ffab,ffa4,ffa9,ff9e
ffac,ffa3,ffa6,ff9c,ffa6,ffa0,ffa4,ff9f,ffa6,ff9c,ffa5,ff9e,ffa7,ff9c,ffa7,ffa1
1f,7f,20,7f,1d,7f,1c,7f,24,7d,4f,73,2f,73,36,78
42,73,2f,76,30,79,39,77,30,7c,24,7b,37,77,31,78
20,78,2e,7a,3f,73,43,72,42,70,43,72,44,63,45,71
47,5f,4a,6f,4a,71,5a,6e,69,79,58,6a,59,74,68,68
73,7b,6f,6b,54,7e,31,73,1a,7f,19,7e,19,7f,1c,7f
19,7f,19,7f,19,7f,1c,7e,22,7e,26,7c,27,7f,29,7b
25,7f,23,7d,22,ff80,24,7c,40,ff81,3e,75,31,7d,2a,7b
35,78,31,7d,37,7c,3c,76,42,ff82,38,74,33,7f,36,77
39,ff82,41,76,63,ff87,5b,6c,4f,ff8a,4d,73,46,ff85,3e,77
27,7f,22,7e,2b,7c,49,7b,ff8d,67,ff86,76,ff82,6b,64,74
7e,66,7b,79,51,72,3f,70,4f,7d,6a,6c,41,71,41,71
4e,77,5b,6d,5e,76,63,6b,4d,75,3e,6d,57,77,ffb2,78
ffa4,6e,ffdb,ff80,ffcd,69,ffbc,7e,ffb9,58,ffb8,ff82,ffb9,5c,ffc1,ff81
ffcb,75,ffde,7e,ffc7,69,ffc0,ff82,6d,62,63,72,56,66,5f,6f
4c,73,50,70,60,7b,6e,6a,6f,ff83,6a,68,5b,7e,4a,6e
ff85,ff81,69,69,79,7e,47,70,63,ff81,ff82,6f,79,ff8b,ff8e,ff86
ffa3,ffa4,ffb5,ff9c,ffc4,ff94,ffc6,ff8b,ffb9,ff9b,ffbb,ff93,ffc0,ff98,ffbf,ff91
ffc9,ff92,ffcc,ff8f,ffca,ff94,ffc1,ff91,ffbe,ff9b,ffb6,ff98,ffb6,ff9d,ffb7,ff9a
ffb7,ff9c,ffb8,ff9b,ffd4,ff8b,ffd8,ff87,ffd3,ff8d,ffd0,ff87,ffce,ff91,ffcb,ff8a
ffc4,ff95,ffc4,ff8f,ffc3,ff96,ffc2,ff8f,ffc3,ff95,ffc8,ff8e,ffc6,ff96,ffbe,ff8e
ffb4,ff9e,ffb6,ff98,ffa9,ffa3,ffad,ff9e,ffae,ffa3,ffa9,ff9d,ffa9,ffa4,ffa4,ff9e
ffa7,ffa1,ff9e,ff9f,ffa4,ff9c,ffa7,ff9f,ffa5,ff9c,ffaa,ffa0,ffa6,ff9c,ffa7,ffa1
2c,7d,21,7b,1c,7f,20,7f,25,ff83,61,71,34,75,32,76
30,74,2f,79,34,79,23,79,1c,7e,1c,7e,1b,7d,1f,7d
39,75,35,75,36,72,38,76,37,6c,3f,74,4a,67,4a,70
4a,6a,4a,6f,43,73,39,71,3b,78,23,76,1e,7e,1e,7d
1e,7f,1b,7f,19,7f,1b,7f,19,7f,17,7f,18,7f,17,7f
18,7f,18,7f,19,7f,19,7f,1a,7f,1b,7e,1b,7f,1e,7e
1e,7f,20,7e,34,ff87,46,75,39,ff81,27,79,2a,7a,2a,7c
2c,77,3f,7b,36,77,37,77,39,7e,31,79,23,7f,1f,7c
1c,7e,39,7b,57,7f,24,74,32,ff81,20,7c,20,7f,1e,7f
1f,7f,20,7e,20,79,5e,7c,ff83,65,ff84,77,6d,6d,74,77
7b,68,5b,78,42,75,55,70,ff80,7a,55,6b,40,73,37,73
29,7a,34,79,40,71,43,72,44,79,4a,71,ff94,79,ffb8,7a
ffcf,77,ffc7,7b,ffb8,5e,ffaf,7d,ffac,56,ffaf,ff82,ffb0,5c,ffbb,ff81
ffc4,72,ffd6,7d,ffc4,68,ffaf,ff80,53,61,53,71,51,68,51,70
57,77,6b,6c,7d,6c,70,6b,42,79,35,73,46,7b,7b,70
76,7a,65,6a,70,7c,ff80,6b,63,ff80,79,6d,77,ff8c,ff8e,ff87
ffa7,ffa2,ffb7,ff9b,ffc6,ff96,ffbe,ff8c,ffb4,ff9f,ffb5,ff98,ffba,ff9a,ffc1,ff93
ffc0,ff96,ffc6,ff94,ffc5,ff96,ffbf,ff92,ffbe,ff99,ffba,ff97,ffb8,ff9c,ffb6,ff9a
ffb8,ff98,ffca,ff96,ffd7,ff8c,ffd2,ff86,ffcf,ff8f,ffcf,ff89,ffce,ff91,ffc9,ff8b
ffc5,ff97,ffbb,ff90,ffbb,ff9c,ffb7,ff96,ffba,ff9c,ffb8,ff96,ffc0,ff99,ffbb,ff91
ffae,ffa4,ffa2,ff9d,ffa6,ffa7,ffa2,ffa2,ffa4,ffa6,ffa4,ffa0,ffa7,ffa2,ffa0,ff9f
ff9e,ff9e,ffa3,ffa2,ffa4,ff9a,ffa0,ffa1,ffa4,ff9c,ffa4,ffa3,ffa5,ff9a,ffa8,ffa3
1d,7e,27,7b,2e,7c,2c,7a,22,7d,47,76,3c,76,2f,77
2e,78,2a,7a,1e,7b,2f,7b,2d,7c,1f,7b,1d,7f,1f,7f
1f,7d,32,7a,31,77,30,78,32,70,33,77,3a,6a,39,72
42,6a,54,6f,56,70,38,6e,20,7e,1a,7e,1a,7f,18,7f
19,ff80,22,7f,25,7f,1f,7e,1c,7f,1e,7f,1b,ff80,1a,ff80
1a,7f,1a,7f,1c,7e,25,7e,2a,7d,26,7c,27,7e,2a,7d
27,7f,2e,7c,40,ff83,28,78,2b,7e,22,7c,28,78,38,7c
35,77,2e,7b,2e,7c,23,7b,25,7d,28,7c,24,7e,1e,7e
2d,7d,5a,76,46,7e,20,78,1f,7f,1e,7e,21,7d,26,7d
27,7d,3b,7b,49,74,ff82,79,7f,65,ff82,78,4f,6c,79,78
79,6f,30,7a,56,ff80,ff82,6b,5e,77,46,6d,4d,7b,44,72
35,75,39,77,3d,76,41,74,38,7c,2e,78,45,6f,ff89,7f
ffc3,70,ffb1,7c,ffa4,5a,ff9e,7e,ff9e,53,ffa2,ff82,ffa5,5b,ffb2,7f
ffbe,6d,ffc1,7e,ffb3,62,73,7b,61,64,67,6f,4f,6b,4f,70
54,79,3e,72,65,7d,58,6d,77,74,5d,71,63,70,77,6f
ff85,73,ff87,6d,ff84,7a,6c,6c,5f,75,6e,70,77,ff8d,ff90,ff89
ffa7,ffa2,ffb8,ff9a,ffc6,ff98,ffb7,ff8f,ffb1,ffa1,ffae,ff9b,ffb8,ff9b,ffbe,ff95
ffc1,ff97,ffc3,ff93,ffc6,ff95,ffc3,ff92,ffc5,ff94,ffc7,ff92,ffbe,ff99,ffba,ff98
ffb7,ff97,ffce,ff95,ffd5,ff8d,ffce,ff86,ffca,ff92,ffc9,ff8b,ffc9,ff93,ffc8,ff8d
ffc4,ff97,ffbd,ff90,ffb5,ff9f,ffb1,ff9a,ffaf,ffa2,ffaa,ff9d,ffaa,ffa4,ffad,ff9d
ffa5,ffa7,ff9f,ffa2,ffa1,ffa7,ffa3,ffa4,ff9d,ffa5,ffab,ffa1,ffa3,ff9f,ffa0,ffa0
ff9f,ff9c,ffa2,ffa2,ffa7,ff98,ff9f,ffa2,ffa0,ff9a,ffa7,ffa4,ffa5,ff99,ffb0,ffa1
3c,7e,20,79,27,7b,2e,7b,24,7c,39,79,43,71,3e,74
32,7a,1d,7b,1c,7e,21,7d,2d,79,38,77,2f,7c,28,79
32,ff80,56,71,35,78,2d,77,34,6f,37,76,43,6c,3b,73
33,76,33,77,2c,77,37,77,3d,79,37,77,45,7a,54,76
5c,7b,61,74,59,7d,47,73,35,7f,25,7a,1d,7f,1a,7f
20,7e,1f,7e,1f,7f,18,7e,1d,7d,27,7d,28,ff80,35,7d
3b,ff83,3e,78,37,ff80,2f,78,2c,7c,23,7b,23,7e,24,7e
24,7d,34,7d,1e,7f,20,7c,28,7d,20,7d,1d,7f,1e,7f
33,7e,5c,72,32,7e,25,79,2b,7d,26,7c,27,7b,33,7a
27,7d,24,7c,50,70,7b,7c,7f,68,68,7a,65,6a,76,7a
6a,74,2d,79,70,ff86,78,66,42,76,48,70,45,75,48,71
4b,75,4f,71,58,77,5f,70,61,7c,60,72,58,73,70,77
ff8a,66,ff98,7f,ff8f,56,ff8e,7e,ff8d,4f,ff90,ff83,ff98,5c,ffa6,7e
ffb7,68,ffb5,7f,74,69,52,73,49,68,4a,70,53,72,4f,70
30,7b,54,76,6c,78,6c,6c,6a,74,67,6e,68,76,6e,6b
71,79,71,6a,77,77,6f,6b,70,7b,7e,6b,78,ff8f,ff93,ff8b
ffac,ff9f,ffbd,ff96,ffbb,ff9c,ffb6,ff93,ffb4,ffa0,ffb0,ff99,ffb7,ff9b,ffc0,ff95
ffc1,ff98,ffbb,ff95,ffbc,ff98,ffc3,ff95,ffc1,ff98,ffbc,ff95,ffc0,ff98,ffbe,ff95
ffbf,ff94,ffd2,ff92,ffd6,ff8d,ffcf,ff86,ffcb,ff92,ffc7,ff8c,ffc5,ff95,ffc1,ff8f
ffc4,ff97,ffbd,ff90,ffb8,ff9f,ffaa,ff9a,ffa6,ffa8,ffa0,ffa3,ffa0,ffa8,ff99,ffa6
ff9f,ffa8,ff96,ffa8,ff9a,ffa7,ff99,ffa7,ff9d,ffa2,ffa4,ffa2,ffa7,ff9d,ff9a,ffa0
ff9c,ff99,ffa8,ffa3,ffa3,ff98,ffa3,ffa3,ffa3,ff98,ffa2,ffa5,ffa7,ff9a,ffa7,ffa2
36,7f,49,74,3b,7c,25,78,26,7b,28,7b,33,71,3e,77
23,7d,19,7d,21,7c,26,7b,2e,78,39,76,36,76,39,73
31,7e,5b,6f,51,77,2c,73,32,6f,3f,75,41,6e,40,71
26,7c,1e,7a,28,79,31,78,35,78,3d,74,4a,79,53,70
5a,7d,66,6e,71,ff80,67,6c,68,7e,56,73,28,7f,20,7d
1b,7f,19,7e,1d,7e,1c,7e,1e,7e,20,7d,1e,7f,1a,7f
1c,7f,21,7d,35,ff83,3a,78,2f,7e,27,7c,24,7d,28,7d
2a,7d,27,7c,34,ff85,40,78,31,ff81,24,7b,2e,7e,20,7c
45,7c,54,6f,26,7e,21,7b,23,7f,27,7e,2e,7d,28,7c
3d,76,34,76,6f,6a,79,7c,ff82,6c,59,79,71,68,79,7a
4d,7a,60,6f,77,ff83,4c,68,28,7c,23,7a,2b,78,2e,7a
2f,78,2d,7a,29,7b,27,7b,34,7a,42,75,41,78,35,74
61,6d,70,76,76,5c,73,7f,72,53,7c,ff82,ff88,62,ff92,7d
7b,6d,39,77,56,68,61,70,4e,66,4e,70,47,72,4f,71
5b,77,70,6e,72,7c,65,6b,59,71,5a,6f,58,6c,4f,6f
51,74,56,6e,66,79,61,6c,5b,6d,5d,70,7a,ff90,ff9b,ff8e
ffb5,ff9b,ffbf,ff92,ffba,ff9c,ffb6,ff95,ffb3,ff9f,ffb4,ff98,ffb9,ff98,ffc7,ff93
ffc6,ff95,ffc2,ff92,ffc8,ff94,ffc5,ff91,ffc1,ff98,ffbf,ff95,ffc1,ff99,ffb9,ff95
ffc9,ff8e,ffd9,ff8b,ffd5,ff8c,ffd1,ff85,ffcc,ff92,ffc9,ff8b,ffc1,ff97,ffbc,ff91
ffbb,ff9a,ffbd,ff95,ffb4,ffa0,ffab,ff9a,ffa3,ffa7,ff99,ffa5,ff90,ffa9,ff93,ffad
ff93,ffa6,ff98,ffab,ff94,ffa4,ff99,ffa8,ff9b,ffa0,ff9b,ffa4,ff9f,ff9c,ff99,ffa4
ffa5,ff96,ffae,ff9f,ffa5,ff99,ffa8,ffa2,ffa9,ff98,ffa5,ffa1,ffa9,ff99,ffab,ffa0
34,78,39,79,40,7c,4d,73,2d,76,3b,7c,35,72,35,79
2d,7b,1e,7d,2c,7a,37,77,33,7b,24,79,25,73,42,73
35,74,39,73,4c,72,3d,71,3e,6a,39,72,58,70,52,6f
31,7a,2d,77,3f,7b,4c,70,51,7e,58,6c,58,7f,3e,71
28,7e,24,7a,20,7f,1f,7d,24,7e,2f,7c,1e,7e,26,7c
19,7f,1a,7f,1b,7f,1a,7f,1b,7f,1a,7f,1c,7f,1b,7f
1d,7e,23,7e,24,7f,2e,7c,3c,7d,30,7a,25,7d,33,7e
24,7e,21,7e,21,ff81,3c,7a,46,ff84,3e,75,37,7f,2d,77
55,7e,4c,6e,26,7d,29,7c,23,7f,28,7d,26,7e,25,7c
34,76,48,78,76,68,7a,7d,76,6c,53,78,74,63,77,78
5a,ff81,64,69,62,ff81,25,6f,2b,79,3d,78,32,77,34,79
30,79,32,7a,38,7b,3d,77,43,7c,42,74,3e,79,52,71
78,74,6b,69,75,6f,60,71,70,60,7c,74,74,6e,6c,6d
49,70,43,70,4e,67,71,71,62,67,52,6f,4e,73,51,6f
5b,76,59,6f,54,6f,5a,6e,53,6b,50,6f,46,6d,5d,70
56,79,38,74,45,78,57,72,5f,6c,5a,6f,76,ff91,ffa3,ff90
ffbe,ff99,ffbf,ff90,ffbb,ff9d,ffb3,ff96,ffb3,ff9e,ffb5,ff99,ffbd,ff97,ffc7,ff93
ffca,ff92,ffc9,ff8e,ffc8,ff95,ffc2,ff91,ffc0,ff98,ffbe,ff94,ffba,ff9a,ffbe,ff95
ffd7,ff8b,ffd9,ff85,ffd4,ff8d,ffd1,ff86,ffcf,ff90,ffcb,ff89,ffc6,ff97,ffbb,ff8f
ffb4,ff9f,ffaf,ff9a,ffb1,ffa1,ffab,ff9d,ffa1,ffa7,ff9d,ffa5,ff95,ffa7,ff8e,ffac
ff8d,ffa6,ff96,ffac,ff98,ffa3,ff93,ffa8,ff9c,ff9e,ff98,ffa6,ff9a,ff9c,ff9c,ffa5
ffa2,ff97,ffa9,ffa1,ffa8,ff99,ffa6,ffa1,ffac,ff97,ffae,ff9f,ffac,ff97,ffa9,ff9e
59,67,54,7c,30,67,63,ff81,45,74,2b,7a,2f,73,3d,7a
2b,7a,34,79,32,7b,3a,77,1c,7f,18,7e,24,7b,20,7b
27,77,32,78,30,73,31,78,49,71,2b,75,25,7c,3c,77
4b,7d,49,6f,46,7a,35,74,26,7c,24,7b,26,7e,1a,7d
1a,7e,1e,7e,32,7a,2d,78,29,7c,2b,79,21,7e,1a,7e
19,7f,1a,7f,1b,7f,1e,7e,2e,7c,27,7c,1b,7f,1c,7e
27,7c,35,7b,39,7d,2f,79,2c,7c,2b,7d,20,7e,20,7f
29,7f,2e,7d,2e,ff81,30,7a,2b,7e,25,7b,26,7e,2a,7b
5e,7f,47,6f,28,7b,2f,7b,2b,7b,2d,7b,24,7d,27,7c
2d,74,5c,7c,72,67,79,7d,5f,6b,65,76,76,64,72,75
5f,ff82,65,67,44,78,4f,6f,53,77,4b,6f,53,7d,60,6e
68,7f,6a,6c,5c,7e,49,71,30,7b,35,77,45,78,61,71
70,75,6e,68,ff80,6e,ff80,6b,7d,61,7e,6e,7c,6d,74,6a
58,6f,4d,6e,4f,64,4e,71,60,6c,46,6f,4c,6f,4b,70
5f,74,50,6e,47,6d,40,70,4e,68,4a,6f,48,6d,48,6f
52,72,56,6f,4b,72,54,70,53,6c,53,72,7c,ff94,ffad,ff90
ffbc,ff99,ffc2,ff8f,ffbc,ff9b,ffb8,ff93,ffb8,ff9a,ffbf,ff94,ffc0,ff97,ffc3,ff92
ffce,ff8f,ffcf,ff8c,ffca,ff92,ffc8,ff8e,ffc5,ff97,ffba,ff92,ffba,ff98,ffc8,ff95
ffd7,ff8b,ffd5,ff84,ffd1,ff8f,ffce,ff87,ffcc,ff90,ffcd,ff8a,ffc8,ff93,ffc4,ff8c
ffb3,ffa0,ffad,ff99,ffa7,ffa6,ffa6,ffa1,ffa7,ffa6,ff9e,ffa2,ff97,ffa7,ff8f,ffaa
ff92,ffa5,ff9d,ffaa,ff9d,ffa1,ff9a,ffa6,ff9c,ff9d,ff98,ffa6,ff9b,ff9a,ffa6,ffa5
ffab,ff95,ffa7,ff9f,ffaa,ff99,ffaa,ffa0,ffac,ff96,ffb0,ff9e,ffb0,ff96,ffa9,ff9c
5a,62,66,ff81,22,79,29,7b,2c,79,2c,7a,2e,74,37,7a
36,76,32,77,33,7d,1e,7a,1a,7f,19,7f,19,7f,19,7f
25,79,2b,7b,3e,70,31,76,33,72,35,77,3e,7a,45,74
3a,7a,27,78,2f,79,3d,77,4c,7a,51,74,41,7c,24,75
